,Query,Word
1374,Q63,dictionari
1375,Q63,display
1376,Q63,truncat
1377,Q63,seen
1378,Q63,unnecessari
1379,Q63,impract
1380,Q63,in-hous
1381,Q63,system
1382,Q63,design
1383,Q63,in-hous
1384,Q63,system
1385,Q63,therefor
1386,Q63,detald
1387,Q63,consider
1388,Q63,must
1389,Q63,given
1390,Q63,applic
1391,Q63,oper
1392,Q63,environ
1393,Q63,real
1394,Q63,user
1395,Q63,need
1396,Q63,commerci
1397,Q63,system
1398,Q63,serv
1399,Q63,use
1400,Q63,standard
1401,Q63,compar
1402,Q63,evalu
1403,Q63,one
1404,Q63,must
1405,Q63,care
1406,Q63,attempt
1407,Q63,duplic
1408,Q63,blindli
1409,Q63,in-hous
1410,Q64,measur
1411,Q64,inform
1412,Q64,scienc
1413,Q64,object
1414,Q64,subject
1415,Q64,metric
1416,Q64,space
1417,Q64,argu
1418,Q64,inform
1419,Q64,scienc
1420,Q64,distinguish
1421,Q64,physic
1422,Q64,object
1423,Q64,document
1424,Q64,space
1425,Q64,perspect
1426,Q64,subject
1427,Q64,inform
1428,Q64,space
1429,Q64,two
1430,Q64,space
1431,Q64,like
1432,Q64,map
1433,Q64,landscap
1434,Q64,systemat
1435,Q64,distort
1436,Q64,howev
1437,Q64,transform
1438,Q64,easili
1439,Q64,made
1440,Q64,two
1441,Q64,space
1442,Q64,distinguish
1443,Q64,transform
1444,Q64,omit
1445,Q64,get
1446,Q64,unhelp
1447,Q64,physic
1448,Q64,solut
1449,Q64,inform
1450,Q64,problem
1451,Q65,model
1452,Q65,cluster
1453,Q65,search
1454,Q65,base
1455,Q65,classif
1456,Q65,use
1457,Q65,document
1458,Q65,cluster
1459,Q65,suggest
1460,Q65,effici
1461,Q65,file
1462,Q65,organ
1463,Q65,document
1464,Q65,retriev
1465,Q65,system
1466,Q65,possibl
1467,Q65,use
1468,Q65,inform
1469,Q65,relationship
1470,Q65,document
1471,Q65,effect
1472,Q65,system
1473,Q65,i.e.
1474,Q65,abil
1475,Q65,distinguish
1476,Q65,relev
1477,Q65,non-relev
1478,Q65,document
1479,Q65,may
1480,Q65,also
1481,Q65,improv
1482,Q65,paper
1483,Q65,probabilist
1484,Q65,model
1485,Q65,cluster
1486,Q65,search
1487,Q65,base
1488,Q65,queri
1489,Q65,classif
1490,Q65,describ
1491,Q65,model
1492,Q65,test
1493,Q65,retriev
1494,Q65,experi
1495,Q65,indic
1496,Q65,effect
1497,Q65,heurist
1498,Q65,cluster
1499,Q65,search
1500,Q65,cluster
1501,Q65,search
1502,Q65,base
1503,Q65,model
1504,Q65,also
1505,Q65,effect
1506,Q65,full
1507,Q65,search
1508,Q65,everi
1509,Q65,document
1510,Q65,compar
1511,Q65,queri
1512,Q65,effici
1513,Q65,aspect
1514,Q65,implement
1515,Q65,model
1516,Q65,discuss
1517,Q66,technolog
1518,Q66,librari
1519,Q66,inform
1520,Q66,network
1521,Q66,current
1522,Q66,onlin
1523,Q66,librari
1524,Q66,network
1525,Q66,technolog
1526,Q66,describ
1527,Q66,includ
1528,Q66,physic
1529,Q66,function
1530,Q66,aspect
1531,Q66,network
1532,Q66,three
1533,Q66,type
1534,Q66,network
1535,Q66,distinguish
1536,Q66,search
1537,Q66,servic
1538,Q66,e.g.
1539,Q66,sdc
1540,Q66,lockhe
1541,Q66,custom
1542,Q66,servic
1543,Q66,provid
1544,Q66,bibliograph
1545,Q66,file
1546,Q66,e.g.
1547,Q66,oclc
1548,Q66,inc
1549,Q66,rlin
1550,Q66,servic
1551,Q66,center
1552,Q66,e.g.
1553,Q66,nelinet
1554,Q66,incolsa
1555,Q66,predict
1556,Q66,technolog
1557,Q66,evolv
1558,Q66,servic
1559,Q66,provid
1560,Q66,outsid
1561,Q66,librari
1562,Q66,directli
1563,Q66,user
1564,Q66,home
1565,Q66,offic
1566,Q67,use
1567,Q67,titl
1568,Q67,automat
1569,Q67,document
1570,Q67,classif
1571,Q67,experiment
1572,Q67,comput
1573,Q67,program
1574,Q67,develop
1575,Q67,classifi
1576,Q67,document
1577,Q67,accord
1578,Q67,80 
1579,Q67,section
1580,Q67,five
1581,Q67,major
1582,Q67,section
1583,Q67,group
1584,Q67,chemic
1585,Q67,abstract
1586,Q67,ca
1587,Q67,program
1588,Q67,use
1589,Q67,pattern
1590,Q67,recognit
1591,Q67,techniqu
1592,Q67,supplement
1593,Q67,heurist
1594,Q67,train
1595,Q67,phase
1596,Q67,word
1597,Q67,pre-classifi
1598,Q67,document
1599,Q67,select
1600,Q67,probabl
1601,Q67,occurr
1602,Q67,word
1603,Q67,section
1604,Q67,ca
1605,Q67,comput
1606,Q67,store
1607,Q67,refer
1608,Q67,dictionari
1609,Q67,classif
1610,Q67,phase
1611,Q67,match
1612,Q67,word
1613,Q67,document
1614,Q67,titl
1615,Q67,dictionari
1616,Q67,assign
1617,Q67,section
1618,Q67,number
1619,Q67,document
1620,Q67,use
1621,Q67,weight
1622,Q67,deriv
1623,Q67,probabl
1624,Q67,dictionari
1625,Q67,heurist
1626,Q67,techniqu
1627,Q67,use
1628,Q67,normal
1629,Q67,word
1630,Q67,variant
1631,Q67,plural
1632,Q67,past
1633,Q67,tens
1634,Q67,gerund
1635,Q67,train
1636,Q67,phase
1637,Q67,classif
1638,Q67,phase
1639,Q67,dictionari
1640,Q67,lookup
1641,Q67,techniqu
1642,Q67,supplement
1643,Q67,analysi
1644,Q67,chemic
1645,Q67,nomenclatur
1646,Q67,term
1647,Q67,compon
1648,Q67,word
1649,Q67,root
1650,Q67,influenc
1651,Q67,section
1652,Q67,document
1653,Q67,assign
1654,Q67,program
1655,Q67,perform
1656,Q67,human
1657,Q67,consist
1658,Q67,evalu
1659,Q67,compar
1660,Q67,program
1661,Q67,result
1662,Q67,publish
1663,Q67,section
1664,Q67,ca
1665,Q67,conduct
1666,Q67,experi
1667,Q67,peopl
1668,Q67,experienc
1669,Q67,assign
1670,Q67,document
1671,Q67,ca
1672,Q67,section
1673,Q67,program
1674,Q67,assign
1675,Q67,approxim
1676,Q67,78% 
1677,Q67,document
1678,Q67,correct
1679,Q67,major
1680,Q67,section
1681,Q67,group
1682,Q67,ca
1683,Q67,67% 
1684,Q67,correct
1685,Q67,section
1686,Q67,cross-refer
1687,Q67,rate
1688,Q67,100 
1689,Q67,document
1690,Q67,per
1691,Q67,second
1692,Q68,brief
1693,Q68,commun
1694,Q68,automat
1695,Q68,classif
1696,Q68,procedur
1697,Q68,use
1698,Q68,inform
1699,Q68,retriev
1700,Q68,deriv
1701,Q68,cluster
1702,Q68,document
1703,Q68,intermedi
1704,Q68,similar
1705,Q68,matrix
1706,Q68,comput
1707,Q68,involv
1708,Q68,compar
1709,Q68,document
1710,Q68,collect
1711,Q68,other
1712,Q68,recent
1713,Q68,suggest
1714,Q68,mani
1715,Q68,comparison
1716,Q68,specif
1717,Q68,document
1718,Q68,term
1719,Q68,common
1720,Q68,may
1721,Q68,avoid
1722,Q68,mean
1723,Q68,uys
1724,Q68,invert
1725,Q68,file
1726,Q68,document
1727,Q68,collect
1728,Q68,commun
1729,Q68,show
1730,Q68,approach
1731,Q68,effect
1732,Q68,reduct
1733,Q68,number
1734,Q68,interdocu
1735,Q68,comparison
1736,Q68,document
1737,Q68,index
1738,Q68,limit
1739,Q68,number
1740,Q68,index
1741,Q68,term
1742,Q68,exhaust
1743,Q68,index
1744,Q68,use
1745,Q68,mani
1746,Q68,document
1747,Q68,pair
1748,Q68,compar
1749,Q68,sever
1750,Q68,time
1751,Q68,comput
1752,Q68,greater
1753,Q68,convent
1754,Q68,approach
1755,Q68,use
1756,Q68,gener
1757,Q68,similar
1758,Q68,matrix
1759,Q69,applic
1760,Q69,minicomput
1761,Q69,thesauru
1762,Q69,construct
1763,Q69,use
1764,Q69,minicomput
1765,Q69,variou
1766,Q69,phase
1767,Q69,creat
1768,Q69,thesauru
1769,Q69,nation
1770,Q69,inform
1771,Q69,center
1772,Q69,special
1773,Q69,educ
1774,Q69,materi
1775,Q69,nicsem
1776,Q69,databas
1777,Q69,describ
1778,Q69,minicomput
1779,Q69,use
1780,Q69,collect
1781,Q69,edit
1782,Q69,correct
1783,Q69,candid
1784,Q69,thesauru
1785,Q69,term
1786,Q69,use
1787,Q69,minicomput
1788,Q69,eas
1789,Q69,process
1790,Q69,group
1791,Q69,term
1792,Q69,file
1793,Q69,similar
1794,Q69,concept
1795,Q69,facilit
1796,Q69,gener
1797,Q69,product
1798,Q69,use
1799,Q69,vocabulari
1800,Q69,review
1801,Q69,term
1802,Q69,structur
1803,Q69,syndet
1804,Q69,relat
1805,Q69,indic
1806,Q69,assign
1807,Q69,code
1808,Q69,identif
1809,Q69,number
1810,Q69,alter
1811,Q69,easili
1812,Q69,design
1813,Q69,phase
1814,Q69,reflect
1815,Q69,restructur
1816,Q69,requir
1817,Q69,thesauru
1818,Q69,term
1819,Q69,alreadi
1820,Q69,machin
1821,Q69,readabl
1822,Q69,form
1823,Q69,simpl
1824,Q69,prepar
1825,Q69,print
1826,Q69,program
1827,Q69,provid
1828,Q69,permut
1829,Q69,alphabet
1830,Q69,hierarch
1831,Q69,chart
1832,Q69,format
1833,Q69,term
1834,Q69,display
1835,Q69,overal
1836,Q69,use
1837,Q69,minicomput
1838,Q69,facilit
1839,Q69,initi
1840,Q69,thesauru
1841,Q69,entri
1842,Q69,develop
1843,Q69,reduc
1844,Q69,cleric
1845,Q69,effort
1846,Q69,editori
1847,Q69,staff
1848,Q69,decis
1849,Q69,overal
1850,Q69,process
1851,Q69,time
1852,Q70,adapt
1853,Q70,design
1854,Q70,decis
1855,Q70,support
1856,Q70,system
1857,Q70,decis
1858,Q70,support
1859,Q70,system
1860,Q70,dss
1861,Q70,repres
1862,Q70,concept
1863,Q70,role
1864,Q70,comput
1865,Q70,within
1866,Q70,decis
1867,Q70,make
1868,Q70,process
1869,Q70,term
1870,Q70,becom
1871,Q70,ralli
1872,Q70,cri
1873,Q70,research
1874,Q70,practition
1875,Q70,manag
1876,Q70,concern
1877,Q70,manag
1878,Q70,scienc
1879,Q70,manag
1880,Q70,inform
1881,Q70,system
1882,Q70,field
1883,Q70,becom
1884,Q70,unnecessarili
1885,Q70,narrow
1886,Q70,focu
1887,Q70,mani
1888,Q70,ralli
1889,Q70,cri
1890,Q70,term
1891,Q70,well
1892,Q70,defin
1893,Q70,writer
1894,Q70,dss
1895,Q70,simpli
1896,Q70,mean
1897,Q70,interact
1898,Q70,system
1899,Q70,use
1900,Q70,manag
1901,Q70,other
1902,Q70,key
1903,Q70,issu
1904,Q70,support
1905,Q70,rather
1906,Q70,system
1907,Q70,focu
1908,Q70,understand
1909,Q70,improv
1910,Q70,decis
1911,Q70,process
1912,Q70,dss
1913,Q70,design
1914,Q70,use
1915,Q70,avail
1916,Q70,suitabl
1917,Q70,technolog
1918,Q70,research
1919,Q70,view
1920,Q70,dss
1921,Q70,subfield
1922,Q70,mi
1923,Q70,other
1924,Q70,regard
1925,Q70,extens
1926,Q70,manag
1927,Q70,scienc
1928,Q70,techniqu
1929,Q70,former
1930,Q70,defin
1931,Q70,decis
1932,Q70,support
1933,Q70,provid
1934,Q70,manag
1935,Q70,access
1936,Q70,data
1937,Q70,latter
1938,Q70,give
1939,Q70,access
1940,Q70,analyt
1941,Q70,model
1942,Q70,key
1943,Q70,argument
1944,Q70,paper
1945,Q70,term
1946,Q70,dss
1947,Q70,relev
1948,Q70,situat
1949,Q70,final
1950,Q70,system
1951,Q70,develop
1952,Q70,adapt
1953,Q70,process
1954,Q70,learn
1955,Q70,evolut
1956,Q70,design
1957,Q70,strategi
1958,Q70,must
1959,Q70,focu
1960,Q70,get
1961,Q70,finish
1962,Q70,differ
1963,Q70,manag
1964,Q70,scienc
1965,Q70,data
1966,Q70,process
1967,Q70,approach
1968,Q70,research
1969,Q70,issu
1970,Q70,dss
1971,Q70,center
1972,Q70,around
1973,Q70,adapt
1974,Q70,evolut
1975,Q70,includ
1976,Q70,manageri
1977,Q70,learn
1978,Q70,represent
1979,Q70,task
1980,Q70,user
1981,Q70,behavior
1982,Q70,design
1983,Q70,architectur
1984,Q70,strategi
1985,Q70,get
1986,Q70,start
1987,Q71,automat
1988,Q71,method
1989,Q71,extract
1990,Q71,signific
1991,Q71,phrase
1992,Q71,scienfif
1993,Q71,technic
1994,Q71,document
1995,Q71,new
1996,Q71,method
1997,Q71,describ
1998,Q71,extract
1999,Q71,signific
2000,Q71,phrase
2001,Q71,titl
2002,Q71,abstreact
2003,Q71,scientif
2004,Q71,technic
2005,Q71,document
2006,Q71,method
2007,Q71,base
2008,Q71,upon
2009,Q71,text
2010,Q71,structur
2011,Q71,analysi
2012,Q71,use
2013,Q71,rel
2014,Q71,small
2015,Q71,dictionari
2016,Q71,dictionari
2017,Q71,construct
2018,Q71,base
2019,Q71,knowledg
2020,Q71,concept
2021,Q71,field
2022,Q71,scienc
2023,Q71,technolog
2024,Q71,lexic
2025,Q71,knowledg
2026,Q71,signific
2027,Q71,phrase
2028,Q71,compon
2029,Q71,item
2030,Q71,may
2031,Q71,use
2032,Q71,differ
2033,Q71,mean
2034,Q71,among
2035,Q71,field
2036,Q71,text
2037,Q71,analysiu
2038,Q71,approach
2039,Q71,appli
2040,Q71,select
2041,Q71,signific
2042,Q71,phrase
2043,Q71,substanti
2044,Q71,semant
2045,Q71,inform
2046,Q71,carrier
2047,Q71,content
2048,Q71,abstract
2049,Q71,result
2050,Q71,experi
2051,Q71,five
2052,Q71,set
2053,Q71,document
2054,Q71,shown
2055,Q71,signific
2056,Q71,phrase
2057,Q71,effect
2058,Q71,extract
2059,Q71,case
2060,Q71,number
2061,Q71,everi
2062,Q71,document
2063,Q71,process
2064,Q71,time
2065,Q71,fairli
2066,Q71,satisfactori
2067,Q71,inform
2068,Q71,represent
2069,Q71,document
2070,Q71,partli
2071,Q71,use
2072,Q71,method
2073,Q71,discuss
2074,Q71,relat
2075,Q71,construct
2076,Q71,document
2077,Q71,inform
2078,Q71,retriev
2079,Q71,system
2080,Q72,answer-passag
2081,Q72,retriev
2082,Q72,text
2083,Q72,search
2084,Q72,passag
2085,Q72,retriev
2086,Q72,alreadi
2087,Q72,oper
2088,Q72,lawyer
2089,Q72,advantag
2090,Q72,output
2091,Q72,form
2092,Q72,opver
2093,Q72,refer
2094,Q72,retriev
2095,Q72,econom
2096,Q72,feasibl
2097,Q72,previou
2098,Q72,experi
2099,Q72,passag
2100,Q72,retriev
2101,Q72,scientist
2102,Q72,demonstr
2103,Q72,recal
2104,Q72,fals
2105,Q72,retriev
2106,Q72,rate
2107,Q72,good
2108,Q72,better
2109,Q72,present
2110,Q72,refer
2111,Q72,retriev
2112,Q72,servic
2113,Q72,present
2114,Q72,experi
2115,Q72,involv
2116,Q72,greater
2117,Q72,varieti
2118,Q72,form
2119,Q72,retriev
2120,Q72,question
2121,Q72,addit
2122,Q72,search
2123,Q72,word
2124,Q72,select
2125,Q72,independ
2126,Q72,two
2127,Q72,differ
2128,Q72,peopl
2129,Q72,retriev
2130,Q72,question
2131,Q72,search
2132,Q72,word
2133,Q72,select
2134,Q72,combin
2135,Q72,comput
2136,Q72,procedur
2137,Q72,use
2138,Q72,passag
2139,Q72,retriev
2140,Q72,produc
2141,Q72,averag
2142,Q72,recal
2143,Q72,ratio
2144,Q72,72 
2145,Q72,respect
2146,Q72,two
2147,Q72,selector
2148,Q72,fals
2149,Q72,retriev
2150,Q72,rate
2151,Q72,except
2152,Q72,one
2153,Q72,predict
2154,Q72,difficult
2155,Q72,question
2156,Q72,respect
2157,Q72,13 
2158,Q72,10 
2159,Q72,fals
2160,Q72,retriev
2161,Q72,sentenc
2162,Q72,per
2163,Q72,answer-pap
2164,Q72,retriev
2165,Q73,partial-match
2166,Q73,retriev
2167,Q73,use
2168,Q73,index
2169,Q73,descriptor
2170,Q73,file
2171,Q73,paper
2172,Q73,describ
2173,Q73,practic
2174,Q73,method
2175,Q73,partial-match
2176,Q73,retriev
2177,Q73,larg
2178,Q73,data
2179,Q73,file
2180,Q73,binari
2181,Q73,code
2182,Q73,word
2183,Q73,call
2184,Q73,descriptor
2185,Q73,associ
2186,Q73,record
2187,Q73,file
2188,Q73,record
2189,Q73,descriptor
2190,Q73,use
2191,Q73,form
2192,Q73,deriv
2193,Q73,descriptor
2194,Q73,block
2195,Q73,sever
2196,Q73,record
2197,Q73,serv
2198,Q73,index
2199,Q73,block
2200,Q73,whole
2201,Q73,henc
2202,Q73,name
2203,Q73,index
2204,Q73,descriptor
2205,Q73,file
2206,Q73,first
2207,Q73,structur
2208,Q73,file
2209,Q73,describ
2210,Q73,simpl
2211,Q73,effici
2212,Q73,retriev
2213,Q73,algorithm
2214,Q73,present
2215,Q73,expect
2216,Q73,behavior
2217,Q73,term
2218,Q73,storag
2219,Q73,access
2220,Q73,analyz
2221,Q73,detail
2222,Q73,two
2223,Q73,differ
2224,Q73,file
2225,Q73,creation
2226,Q73,procedur
2227,Q73,sketch
2228,Q73,number
2229,Q73,way
2230,Q73,file
2231,Q73,organ
2232,Q73,tune
2233,Q73,particular
2234,Q73,applic
2235,Q73,suggest
2236,Q74,cooper
2237,Q74,competit
2238,Q74,among
2239,Q74,librari
2240,Q74,network
2241,Q74,recenti
2242,Q74,technolog
2243,Q74,advanc
2244,Q74,success
2245,Q74,oclc
2246,Q74,inc
2247,Q74,led
2248,Q74,emerg
2249,Q74,three
2250,Q74,addit
2251,Q74,nonprofit
2252,Q74,librari
2253,Q74,network
2254,Q74,research
2255,Q74,librari
2256,Q74,inform
2257,Q74,network
2258,Q74,rlin
2259,Q74,research
2260,Q74,librari
2261,Q74,group
2262,Q74,inc
2263,Q74,univers
2264,Q74,toronto
2265,Q74,librari
2266,Q74,autom
2267,Q74,system
2268,Q74,utla
2269,Q74,washington
2270,Q74,librari
2271,Q74,network
2272,Q74,wln
2273,Q74,paper
2274,Q74,examin
2275,Q74,econom
2276,Q74,technolog
2277,Q74,factor
2278,Q74,affect
2279,Q74,evolut
2280,Q74,network
2281,Q74,also
2282,Q74,explor
2283,Q74,role
2284,Q74,state
2285,Q74,region
2286,Q74,multist
2287,Q74,network
2288,Q74,broker
2289,Q74,oclc
2290,Q74,servic
2291,Q74,competit
2292,Q74,cooper
2293,Q74,natur
2294,Q74,network
2295,Q74,relationship
2296,Q74,major
2297,Q74,theme
2298,Q74,discuss
2299,Q75,integr
2300,Q75,understand
2301,Q75,new
2302,Q75,type
2303,Q75,natur
2304,Q75,languag
2305,Q75,parser
2306,Q75,present
2307,Q75,idea
2308,Q75,behind
2309,Q75,parser
2310,Q75,map
2311,Q75,input
2312,Q75,sentenc
2313,Q75,deepest
2314,Q75,form
2315,Q75,represent
2316,Q75,mean
2317,Q75,infer
2318,Q75,appropri
2319,Q75,parser
2320,Q75,distinct
2321,Q75,entir
2322,Q75,understand
2323,Q75,system
2324,Q75,use
2325,Q75,integr
2326,Q75,concept
2327,Q75,infer
2328,Q75,script
2329,Q75,plan
2330,Q75,knowledg
2331,Q75,aid
2332,Q75,pars
2333,Q75,furthermor
2334,Q75,attempt
2335,Q75,pars
2336,Q75,everyth
2337,Q75,see
2338,Q75,rather
2339,Q75,determin
2340,Q75,interest
2341,Q75,concentr
2342,Q75,ignor
2343,Q75,rest
2344,Q76,librari
2345,Q76,network
2346,Q76,resourc
2347,Q76,share
2348,Q76,unit
2349,Q76,state
2350,Q76,histor
2351,Q76,philosoph
2352,Q76,overview
2353,Q76,paper
2354,Q76,discuss
2355,Q76,origin
2356,Q76,librari
2357,Q76,network
2358,Q76,trace
2359,Q76,develop
2360,Q76,unit
2361,Q76,state
2362,Q76,late
2363,Q76,present
2364,Q76,concept
2365,Q76,resourc
2366,Q76,share
2367,Q76,particular
2368,Q76,attent
2369,Q76,inter
2370,Q76,librari
2371,Q76,loan
2372,Q76,program
2373,Q76,cooper
2374,Q76,acquisit
2375,Q76,storag
2376,Q76,materi
2377,Q76,examin
2378,Q76,relationship
2379,Q76,librari
2380,Q76,network
2381,Q76,particular
2382,Q76,attent
2383,Q76,given
2384,Q76,question
2385,Q76,two
2386,Q76,major
2387,Q76,compon
2388,Q76,librari
2389,Q76,cooper
2390,Q76,tend
2391,Q76,separ
2392,Q76,might
2393,Q76,becom
2394,Q76,close
2395,Q76,integr
2396,Q77,normal
2397,Q77,titl
2398,Q77,retriev
2399,Q77,paper
2400,Q77,present
2401,Q77,method
2402,Q77,normal
2403,Q77,english
2404,Q77,titl
2405,Q77,retriev
2406,Q77,titl
2407,Q77,express
2408,Q77,noun
2409,Q77,phrase
2410,Q77,noun
2411,Q77,claus
2412,Q77,convert
2413,Q77,function-express
2414,Q77,pars
2415,Q77,retriev
2416,Q77,reason
2417,Q77,recal
2418,Q77,rate
2419,Q77,well
2420,Q77,high
2421,Q77,precis
2422,Q77,rate
2423,Q77,function
2424,Q77,express
2425,Q77,transform
2426,Q77,predicate-governor
2427,Q77,form
2428,Q77,normal
2429,Q77,standard
2430,Q77,form
2431,Q77,therefrom
2432,Q77,variou
2433,Q77,item
2434,Q77,extract
2435,Q77,record
2436,Q77,hierarch
2437,Q77,tree-lik
2438,Q77,invert
2439,Q77,file
2440,Q77,order
2441,Q77,keep
2442,Q77,recal
2443,Q77,rate
2444,Q77,reason
2445,Q77,valu
2446,Q77,sever
2447,Q77,retriev
2448,Q77,stage
2449,Q77,implement
2450,Q77,base
2451,Q77,key-term
2452,Q77,case-label
2453,Q77,match
2454,Q77,retriev
2455,Q77,control
2456,Q77,precis
2457,Q77,specif
2458,Q77,case-label
2459,Q77,key-term
2460,Q78,cascad
2461,Q78,atn
2462,Q78,grammar
2463,Q78,gener
2464,Q78,notion
2465,Q78,atn
2466,Q78,grammar
2467,Q78,call
2468,Q78,cascad
2469,Q78,atn
2470,Q78,catn
2471,Q78,prescrib
2472,Q78,catn
2473,Q78,permit
2474,Q78,decomposit
2475,Q78,complex
2476,Q78,languag
2477,Q78,understand
2478,Q78,behavior
2479,Q78,sequenc
2480,Q78,cooper
2481,Q78,atn
2482,Q78,separ
2483,Q78,domain
2484,Q78,respons
2485,Q78,stage
2486,Q78,call
2487,Q78,atn
2488,Q78,transduc
2489,Q78,take
2490,Q78,input
2491,Q78,output
2492,Q78,previou
2493,Q78,stage
2494,Q78,paper
2495,Q78,includ
2496,Q78,extens
2497,Q78,discjuss
2498,Q78,principl
2499,Q78,factoring-conceptu
2500,Q78,factor
2501,Q78,reduc
2502,Q78,number
2503,Q78,place
2504,Q78,given
2505,Q78,fact
2506,Q78,need
2507,Q78,repres
2508,Q78,grammar
2509,Q78,hypothesi
2510,Q78,factor
2511,Q78,reduc
2512,Q78,number
2513,Q78,distinct
2514,Q78,hypothes
2515,Q78,consid
2516,Q78,pars
2517,Q79,algorithm
2518,Q79,process
2519,Q79,partial
2520,Q79,match
2521,Q79,queri
2522,Q79,use
2523,Q79,word
2524,Q79,fragment
2525,Q79,algorithm
2526,Q79,given
2527,Q79,process
2528,Q79,partial
2529,Q79,specifi
2530,Q79,queri
2531,Q79,compress
2532,Q79,databas
2533,Q79,system
2534,Q79,propos
2535,Q79,method
2536,Q79,handl
2537,Q79,effect
2538,Q79,queri
2539,Q79,use
2540,Q79,either
2541,Q79,whole
2542,Q79,word
2543,Q79,word
2544,Q79,fragment
2545,Q79,languag
2546,Q79,element
2547,Q79,method
2548,Q79,compar
2549,Q79,critic
2550,Q79,evalu
2551,Q79,term
2552,Q79,design
2553,Q79,retriev
2554,Q79,cost
2555,Q79,analys
2556,Q79,show
2557,Q79,method
2558,Q79,exploit
2559,Q79,interdepend
2560,Q79,fragment
2561,Q79,well
2562,Q79,relev
2563,Q79,fragment
2564,Q79,record
2565,Q79,file
2566,Q79,maximum
2567,Q79,design
2568,Q79,cost
2569,Q79,least
2570,Q79,retriev
2571,Q79,cost
2572,Q80,gener
2573,Q80,formul
2574,Q80,bradford
2575,Q80,distribut
2576,Q80,graph-ori
2577,Q80,approach
2578,Q80,detail
2579,Q80,analysi
2580,Q80,eight
2581,Q80,previous
2582,Q80,publish
2583,Q80,mathemat
2584,Q80,model
2585,Q80,gener
2586,Q80,formul
2587,Q80,bradford
2588,Q80,distribut
2589,Q80,deduc
2590,Q80,follow
2591,Q80,log
2592,Q80,x
2593,Q80,c
2594,Q80,b
2595,Q80,ratio
2596,Q80,cumul
2597,Q80,frequenc
2598,Q80,articl
2599,Q80,total
2600,Q80,number
2601,Q80,articl
2602,Q80,x
2603,Q80,ratio
2604,Q80,rank
2605,Q80,journal
2606,Q80,total
2607,Q80,number
2608,Q80,journal
2609,Q80,paramet
2610,Q80,b
2611,Q80,c
2612,Q80,slope
2613,Q80,intercept
2614,Q80,shift
2615,Q80,straight
2616,Q80,line
2617,Q80,log
2618,Q80,rank
2619,Q80,respect
2620,Q80,eight
2621,Q80,model
2622,Q80,special
2623,Q80,case
2624,Q80,gener
2625,Q80,formul
2626,Q80,one
2627,Q80,five
2628,Q80,type
2629,Q80,formul
2630,Q80,order
2631,Q80,estim
2632,Q80,three
2633,Q80,unknown
2634,Q80,paramet
2635,Q80,statist
2636,Q80,method
2637,Q80,use
2638,Q80,root-weight
2639,Q80,squar
2640,Q80,error
2641,Q80,propos
2642,Q80,compar
2643,Q80,experi
2644,Q80,use
2645,Q80,11 
2646,Q80,databas
2647,Q80,suggest
2648,Q80,fifth
2649,Q80,type
2650,Q80,formul
2651,Q80,three
2652,Q80,unknown
2653,Q80,paramet
2654,Q80,best
2655,Q80,fit
2656,Q80,observ
2657,Q80,data
2658,Q80,experi
2659,Q80,show
2660,Q80,delet
2661,Q80,droop
2662,Q80,data
2663,Q80,lead
2664,Q80,accur
2665,Q80,valu
2666,Q80,paramet
2667,Q80,less
2668,Q80,error
